job,marital,education,default,housing,loan,contact,month,poutcome,y
management,single,tertiary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,single,secondary,no,yes,yes,cellular,may,unknown,no
management,divorced,tertiary,no,yes,no,cellular,feb,other,no
management,single,tertiary,no,yes,no,telephone,apr,failure,no
blue-collar,single,primary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,mar,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,married,secondary,no,yes,yes,cellular,may,failure,no
self-employed,single,tertiary,no,no,no,cellular,aug,unknown,yes
technician,single,secondary,no,no,no,cellular,aug,unknown,no
services,single,secondary,yes,yes,no,cellular,may,unknown,no
management,single,tertiary,no,no,yes,cellular,jul,unknown,no
services,divorced,tertiary,no,yes,no,telephone,nov,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
admin.,married,secondary,no,no,yes,cellular,jan,other,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,yes,no,cellular,sep,unknown,no
self-employed,married,tertiary,no,no,no,unknown,jun,unknown,yes
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,yes,no,no,cellular,feb,unknown,yes
management,single,tertiary,no,no,no,cellular,oct,unknown,no
self-employed,married,primary,no,yes,no,cellular,may,other,no
entrepreneur,married,secondary,no,no,no,cellular,aug,unknown,no
self-employed,married,tertiary,no,no,no,cellular,jul,unknown,no
blue-collar,married,primary,no,yes,no,cellular,nov,failure,no
technician,single,tertiary,no,yes,no,cellular,may,unknown,no
student,single,secondary,no,no,no,cellular,jul,unknown,yes
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,secondary,no,no,no,cellular,may,other,no
management,single,tertiary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
services,single,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,unknown,no,no,no,unknown,jun,unknown,no
admin.,married,secondary,no,no,no,cellular,mar,other,no
services,married,secondary,no,yes,yes,cellular,nov,unknown,no
admin.,married,secondary,no,yes,yes,cellular,nov,unknown,no
unemployed,married,primary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,no
technician,divorced,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,no,no,unknown,may,unknown,no
services,married,secondary,no,no,no,cellular,feb,failure,no
management,married,tertiary,no,no,no,unknown,may,unknown,no
retired,divorced,secondary,no,no,no,cellular,jul,unknown,no
unemployed,single,secondary,no,no,no,cellular,jun,unknown,no
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
management,single,primary,no,no,no,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,unknown,jun,unknown,no
admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
technician,divorced,secondary,yes,no,yes,unknown,may,unknown,no
self-employed,married,secondary,no,no,no,cellular,jul,unknown,no
management,single,tertiary,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,no,cellular,feb,unknown,yes
services,single,primary,no,yes,no,cellular,may,unknown,no
services,married,secondary,yes,yes,no,unknown,may,unknown,no
technician,single,secondary,no,no,no,cellular,nov,unknown,no
blue-collar,married,secondary,no,yes,no,telephone,nov,failure,no
admin.,married,secondary,no,no,no,cellular,jan,other,no
self-employed,single,secondary,no,yes,yes,cellular,feb,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,jan,unknown,no
management,divorced,tertiary,no,yes,no,unknown,may,unknown,no
blue-collar,divorced,secondary,no,no,yes,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
technician,single,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,failure,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,yes,telephone,feb,unknown,no
admin.,married,secondary,no,no,no,unknown,jun,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,unknown,no,yes,no,cellular,jan,unknown,no
management,married,primary,no,yes,no,unknown,may,unknown,no
technician,single,tertiary,no,yes,no,unknown,may,unknown,no
services,married,secondary,no,yes,no,unknown,jun,unknown,no
unemployed,married,secondary,no,yes,no,cellular,nov,failure,no
retired,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,telephone,may,other,no
management,married,secondary,no,yes,yes,cellular,may,failure,no
entrepreneur,single,tertiary,no,yes,yes,cellular,may,unknown,no
retired,married,primary,no,no,no,telephone,jul,unknown,no
entrepreneur,married,unknown,no,yes,no,telephone,may,other,no
self-employed,married,tertiary,no,no,no,cellular,nov,unknown,no
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,telephone,aug,unknown,yes
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
management,single,tertiary,no,yes,yes,cellular,may,failure,no
blue-collar,married,primary,no,no,no,cellular,aug,unknown,no
retired,married,primary,no,no,no,telephone,feb,unknown,no
management,single,tertiary,no,no,yes,cellular,jul,unknown,no
admin.,married,secondary,no,yes,no,unknown,jun,unknown,no
services,divorced,secondary,no,no,no,cellular,nov,success,yes
self-employed,single,tertiary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,yes,no,cellular,dec,other,yes
services,single,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,tertiary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,yes,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
housemaid,married,secondary,no,no,no,unknown,jun,unknown,no
technician,divorced,secondary,no,yes,yes,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
housemaid,married,unknown,no,no,no,telephone,jul,unknown,no
unemployed,married,secondary,no,yes,no,unknown,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jul,unknown,no
housemaid,divorced,primary,no,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
self-employed,married,secondary,no,yes,no,cellular,nov,failure,no
technician,married,secondary,no,no,no,telephone,aug,success,no
management,single,tertiary,no,yes,no,cellular,may,failure,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,yes,yes,cellular,jan,other,no
services,married,secondary,no,no,yes,cellular,jul,unknown,no
admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
services,divorced,secondary,no,yes,no,cellular,oct,failure,yes
management,divorced,tertiary,no,yes,no,cellular,may,other,no
unknown,single,tertiary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,other,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,single,secondary,no,no,no,cellular,jul,unknown,no
admin.,single,secondary,no,yes,no,cellular,apr,failure,no
blue-collar,married,primary,no,no,no,telephone,aug,unknown,no
blue-collar,married,unknown,no,yes,no,unknown,may,unknown,no
admin.,divorced,secondary,no,yes,no,unknown,jun,unknown,no
unemployed,single,tertiary,no,no,no,cellular,feb,unknown,yes
admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
retired,married,primary,no,no,no,telephone,jul,unknown,yes
entrepreneur,married,tertiary,no,no,no,cellular,sep,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,cellular,may,failure,no
unemployed,married,primary,no,no,yes,cellular,jan,unknown,no
retired,married,secondary,no,yes,yes,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,mar,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,jun,unknown,no
admin.,married,secondary,no,no,no,cellular,may,failure,no
blue-collar,married,primary,no,no,yes,telephone,jul,unknown,no
housemaid,single,primary,no,yes,no,unknown,may,unknown,no
management,married,secondary,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,no,cellular,jul,unknown,no
retired,married,secondary,no,yes,no,cellular,aug,unknown,yes
technician,married,secondary,no,no,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,yes
retired,married,tertiary,no,yes,yes,unknown,may,unknown,no
self-employed,divorced,tertiary,no,no,no,cellular,feb,unknown,yes
admin.,single,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
technician,married,tertiary,no,no,no,telephone,jun,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,no,no,cellular,feb,unknown,no
technician,single,tertiary,no,no,yes,cellular,aug,unknown,no
services,married,secondary,no,yes,yes,unknown,may,unknown,no
services,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,unknown,no,yes,no,cellular,jul,unknown,no
admin.,divorced,secondary,no,yes,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,jan,other,no
technician,married,tertiary,no,no,no,unknown,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,no,no,cellular,nov,unknown,no
blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown,no
housemaid,married,tertiary,no,no,no,cellular,may,failure,no
self-employed,married,primary,no,yes,yes,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,cellular,jan,other,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,tertiary,no,yes,no,unknown,may,unknown,no
self-employed,married,tertiary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,telephone,may,failure,no
entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,married,secondary,no,no,no,cellular,sep,success,yes
management,married,tertiary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,no,no,cellular,jul,other,no
management,married,unknown,no,no,no,cellular,nov,success,yes
unemployed,married,tertiary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,single,primary,no,yes,no,cellular,feb,success,no
services,married,secondary,no,yes,yes,unknown,may,unknown,no
blue-collar,single,secondary,yes,no,no,unknown,may,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
housemaid,married,primary,no,no,no,unknown,jun,unknown,no
admin.,married,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,primary,no,no,no,unknown,jun,unknown,no
technician,married,secondary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,no
technician,married,tertiary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,cellular,may,unknown,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,no,telephone,may,failure,no
management,married,tertiary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
technician,divorced,secondary,no,yes,no,unknown,jun,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
management,divorced,tertiary,no,no,no,cellular,may,other,no
technician,married,secondary,no,no,no,unknown,may,unknown,no
retired,divorced,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,no,no,cellular,feb,unknown,no
management,single,tertiary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
technician,married,primary,no,yes,no,unknown,may,unknown,no
retired,divorced,secondary,no,no,yes,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,unknown,may,unknown,no
technician,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,apr,unknown,no
self-employed,married,tertiary,no,yes,no,cellular,apr,failure,no
blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,yes,cellular,jun,other,no
services,married,secondary,no,no,yes,cellular,jul,unknown,no
services,married,secondary,no,yes,no,telephone,may,unknown,no
blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
technician,divorced,unknown,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,yes,telephone,jul,unknown,no
student,single,unknown,no,no,no,telephone,jan,unknown,no
technician,married,tertiary,no,yes,yes,cellular,dec,failure,no
retired,married,secondary,no,yes,yes,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,jul,unknown,no
management,divorced,tertiary,no,no,no,cellular,feb,unknown,no
retired,married,secondary,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,no,yes,unknown,jul,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
student,single,secondary,no,yes,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
admin.,divorced,unknown,no,yes,no,telephone,jul,unknown,no
admin.,single,secondary,no,no,no,cellular,dec,success,no
blue-collar,single,primary,no,yes,no,cellular,nov,unknown,no
blue-collar,single,secondary,no,yes,yes,cellular,feb,unknown,no
management,single,secondary,no,no,no,cellular,aug,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
self-employed,single,secondary,no,no,no,cellular,jul,unknown,no
retired,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,other,yes
services,divorced,secondary,no,yes,no,cellular,apr,unknown,yes
management,single,tertiary,no,no,no,cellular,jun,failure,no
management,married,tertiary,no,yes,no,cellular,aug,unknown,no
student,single,unknown,no,no,no,cellular,sep,failure,no
admin.,divorced,secondary,no,yes,no,telephone,nov,unknown,no
services,single,secondary,no,no,no,telephone,jun,other,yes
technician,married,secondary,no,no,no,telephone,aug,unknown,no
management,single,secondary,no,yes,no,unknown,jun,unknown,no
technician,single,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,no,no,unknown,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,cellular,jul,unknown,no
services,single,secondary,no,yes,no,cellular,may,failure,no
services,married,secondary,no,yes,no,cellular,may,unknown,yes
management,single,tertiary,yes,no,no,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,cellular,may,unknown,no
admin.,single,secondary,no,yes,no,cellular,feb,failure,no
blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jan,unknown,no
entrepreneur,married,tertiary,no,no,no,unknown,jun,unknown,yes
management,single,tertiary,no,yes,no,cellular,may,failure,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,secondary,no,yes,yes,unknown,may,unknown,no
management,divorced,secondary,no,no,no,cellular,aug,unknown,no
services,married,secondary,no,yes,yes,cellular,jul,unknown,no
unemployed,divorced,secondary,no,yes,no,cellular,nov,unknown,no
blue-collar,single,secondary,yes,yes,no,unknown,may,unknown,yes
management,divorced,tertiary,no,no,no,cellular,may,failure,no
blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,no
admin.,single,tertiary,no,no,no,cellular,apr,success,yes
management,single,tertiary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,no,no,unknown,may,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,apr,unknown,no
unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,yes,no,cellular,jun,failure,no
housemaid,married,primary,no,no,no,cellular,feb,failure,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,no
blue-collar,divorced,primary,no,yes,no,unknown,jun,unknown,no
self-employed,married,tertiary,no,no,no,cellular,jun,unknown,no
management,married,secondary,yes,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,apr,success,yes
services,single,secondary,no,yes,yes,unknown,may,unknown,no
admin.,divorced,primary,no,yes,no,cellular,may,failure,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
retired,married,primary,no,no,no,cellular,oct,unknown,no
management,married,tertiary,no,yes,no,cellular,oct,other,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
blue-collar,married,primary,no,yes,no,cellular,feb,failure,no
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,yes,no,cellular,may,other,no
admin.,married,primary,no,yes,yes,unknown,jun,unknown,no
technician,single,secondary,no,yes,no,unknown,jun,unknown,no
management,divorced,tertiary,no,no,yes,cellular,aug,unknown,no
entrepreneur,married,secondary,no,yes,no,cellular,nov,unknown,no
self-employed,married,tertiary,no,no,no,cellular,may,other,no
blue-collar,married,secondary,no,no,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,secondary,no,no,no,cellular,may,unknown,no
management,divorced,tertiary,no,yes,no,cellular,may,success,no
admin.,married,secondary,no,no,no,unknown,jun,unknown,no
retired,divorced,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,telephone,aug,unknown,no
services,divorced,unknown,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,no
management,married,secondary,no,yes,no,cellular,jul,unknown,no
admin.,married,secondary,yes,no,yes,unknown,jul,unknown,no
self-employed,married,secondary,no,yes,no,unknown,may,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,yes
housemaid,divorced,secondary,no,yes,no,cellular,may,failure,no
unemployed,married,primary,no,yes,no,unknown,may,unknown,no
technician,married,unknown,no,yes,no,unknown,may,unknown,no
technician,single,secondary,no,yes,no,cellular,jul,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
entrepreneur,married,primary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,yes
retired,married,secondary,no,no,no,cellular,nov,failure,no
blue-collar,single,secondary,no,no,yes,cellular,nov,unknown,no
technician,divorced,tertiary,no,yes,no,cellular,aug,unknown,yes
services,married,secondary,no,yes,no,cellular,jul,unknown,yes
unemployed,married,tertiary,no,yes,no,cellular,feb,unknown,no
technician,married,tertiary,no,yes,no,cellular,jul,unknown,no
retired,married,secondary,no,no,no,cellular,nov,unknown,no
blue-collar,married,primary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,unknown,jun,unknown,no
blue-collar,divorced,primary,no,yes,no,cellular,may,unknown,yes
housemaid,married,primary,no,yes,no,cellular,jul,unknown,no
self-employed,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,yes,yes,telephone,oct,other,yes
admin.,single,secondary,no,yes,no,cellular,jul,unknown,no
services,single,secondary,no,yes,no,cellular,may,unknown,no
management,married,tertiary,no,yes,no,cellular,nov,failure,no
blue-collar,married,secondary,no,yes,yes,cellular,may,unknown,no
management,married,tertiary,no,no,no,cellular,nov,unknown,no
management,married,tertiary,no,no,no,cellular,jan,unknown,no
retired,divorced,unknown,no,no,no,telephone,jul,failure,no
technician,married,secondary,no,no,no,cellular,aug,success,no
services,married,secondary,no,yes,no,telephone,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,jun,unknown,no
management,single,tertiary,no,no,no,cellular,aug,unknown,yes
blue-collar,single,secondary,no,yes,yes,cellular,apr,other,no
services,married,secondary,no,yes,no,cellular,may,failure,no
technician,single,tertiary,no,no,no,telephone,may,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
services,married,primary,no,no,no,unknown,jun,unknown,no
management,married,tertiary,no,no,no,unknown,may,unknown,no
admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown,no
unemployed,married,secondary,no,yes,no,cellular,nov,unknown,no
technician,divorced,secondary,no,no,no,cellular,feb,failure,yes
technician,single,secondary,no,yes,no,cellular,may,unknown,no
housemaid,married,secondary,no,no,no,cellular,aug,unknown,no
management,single,tertiary,no,no,no,unknown,jun,unknown,no
housemaid,married,primary,no,yes,no,unknown,may,unknown,no
management,single,tertiary,no,yes,no,telephone,may,other,no
management,married,tertiary,no,no,no,cellular,mar,unknown,yes
management,single,tertiary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
management,divorced,tertiary,no,no,no,cellular,oct,failure,no
blue-collar,divorced,secondary,no,no,no,unknown,jun,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,apr,unknown,yes
blue-collar,married,secondary,no,no,no,unknown,jun,unknown,no
management,single,tertiary,no,no,no,cellular,jun,unknown,yes
management,married,primary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,unknown,no
retired,married,secondary,no,yes,no,cellular,jul,unknown,no
technician,single,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,single,primary,no,yes,no,unknown,may,unknown,no
retired,married,secondary,no,no,no,telephone,apr,unknown,yes
blue-collar,married,secondary,no,yes,no,cellular,feb,unknown,no
self-employed,married,secondary,no,yes,no,cellular,jul,unknown,no
management,married,tertiary,no,no,no,cellular,oct,unknown,yes
blue-collar,single,primary,no,no,no,cellular,jul,unknown,no
services,married,secondary,no,yes,no,cellular,nov,unknown,no
technician,married,secondary,no,no,no,unknown,may,unknown,no
housemaid,married,primary,no,yes,no,cellular,nov,unknown,no
unemployed,single,unknown,no,yes,no,cellular,may,failure,no
services,married,secondary,no,yes,no,unknown,may,unknown,no
retired,married,primary,no,no,no,cellular,feb,unknown,yes
technician,single,tertiary,no,no,no,cellular,apr,other,no
management,single,tertiary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,cellular,apr,success,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
admin.,married,tertiary,no,no,no,cellular,feb,unknown,no
student,single,secondary,no,no,no,cellular,jan,unknown,no
admin.,single,secondary,no,yes,no,unknown,jun,unknown,no
entrepreneur,married,secondary,no,no,no,unknown,may,unknown,no
retired,married,secondary,no,no,yes,unknown,jun,unknown,no
admin.,married,primary,no,yes,yes,unknown,may,unknown,no
technician,single,secondary,no,yes,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
management,divorced,tertiary,yes,no,yes,unknown,may,unknown,no
blue-collar,single,primary,no,yes,no,unknown,jun,unknown,no
self-employed,single,secondary,no,no,no,telephone,nov,unknown,no
admin.,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,yes,no,cellular,may,failure,no
admin.,married,secondary,no,yes,no,cellular,may,failure,no
admin.,married,secondary,no,yes,no,cellular,apr,unknown,yes
services,divorced,secondary,no,yes,no,cellular,may,other,yes
technician,divorced,secondary,no,yes,no,cellular,aug,unknown,yes
management,single,tertiary,no,no,no,cellular,jul,unknown,no
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown,no
blue-collar,married,primary,no,yes,no,unknown,may,unknown,no
admin.,married,secondary,no,no,no,unknown,may,unknown,no
technician,divorced,unknown,no,yes,no,unknown,may,unknown,no
technician,married,secondary,yes,yes,yes,cellular,aug,unknown,no
admin.,married,secondary,no,yes,yes,cellular,oct,unknown,no
management,married,tertiary,no,yes,yes,cellular,aug,unknown,no
blue-collar,married,unknown,no,yes,no,cellular,feb,failure,no
admin.,divorced,secondary,no,yes,no,unknown,may,unknown,no
technician,married,tertiary,no,no,yes,unknown,jun,unknown,no
management,single,tertiary,no,yes,no,cellular,apr,failure,no
technician,married,secondary,no,yes,no,unknown,may,unknown,no
admin.,divorced,secondary,no,yes,no,cellular,jul,unknown,no
self-employed,married,secondary,no,yes,no,cellular,nov,failure,no
housemaid,single,tertiary,no,no,no,cellular,feb,success,yes
technician,married,secondary,no,no,no,cellular,aug,unknown,no
blue-collar,single,unknown,no,no,no,unknown,may,unknown,no
blue-collar,married,secondary,yes,yes,no,unknown,may,unknown,no
technician,divorced,secondary,no,yes,yes,cellular,aug,unknown,no
blue-collar,married,secondary,no,yes,no,telephone,jul,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
management,divorced,tertiary,no,no,no,cellular,aug,unknown,no
unknown,married,primary,no,yes,yes,cellular,apr,success,yes
admin.,married,secondary,no,yes,no,cellular,may,failure,yes
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown,no
admin.,married,secondary,no,no,no,cellular,aug,unknown,no
unemployed,divorced,secondary,no,no,no,telephone,aug,unknown,no
management,single,tertiary,no,yes,no,cellular,jun,failure,no
blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,yes,no,telephone,feb,failure,no
admin.,single,secondary,no,no,no,cellular,jan,other,no
admin.,married,secondary,no,no,no,cellular,jul,unknown,no
technician,married,secondary,no,no,yes,cellular,jul,unknown,yes
technician,married,tertiary,no,yes,no,cellular,may,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
housemaid,married,primary,no,no,yes,cellular,aug,unknown,no
entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,no
admin.,married,secondary,no,yes,no,unknown,may,unknown,no
blue-collar,married,primary,no,no,no,telephone,nov,unknown,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
services,married,secondary,no,no,yes,cellular,aug,unknown,no
retired,married,secondary,no,yes,yes,cellular,aug,unknown,no
technician,married,secondary,no,no,no,cellular,aug,unknown,no
technician,married,secondary,no,yes,no,cellular,apr,unknown,no
services,married,secondary,no,yes,no,cellular,may,unknown,no
blue-collar,single,secondary,no,yes,no,unknown,may,unknown,no
management,married,tertiary,no,no,no,cellular,aug,unknown,no
admin.,single,secondary,no,no,yes,cellular,jul,unknown,no
management,divorced,tertiary,no,no,no,cellular,jul,failure,no
blue-collar,single,primary,no,no,no,cellular,jul,unknown,no
unemployed,married,secondary,no,yes,no,unknown,may,unknown,no
services,single,secondary,no,yes,no,cellular,jul,unknown,no
management,married,unknown,no,no,no,unknown,jun,unknown,no
student,single,tertiary,no,no,no,cellular,mar,success,yes
housemaid,married,secondary,no,yes,yes,telephone,jul,unknown,no
blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
unknown,married,secondary,no,no,no,telephone,mar,unknown,no
